# Single SKU Max Power Table
#       OFDM 6 ~ 54       | |                HT20 MCS 0 ~ 7               | |                 HT40 MCS 0 ~ 7              | |      VHT80 MCS 0 ~ 8     | |
ch112 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch116 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch118 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch120 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch122 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch124 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch126 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch128 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch132 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch134 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch136 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch140 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch149 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch151 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch153 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch155 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch157 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch159 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch161 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch165 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch169 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch173 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
# End of Single SKU Table
