# Single SKU Max Power Table
#       OFDM 6 ~ 54       | |                HT20 MCS 0 ~ 7               | |                 HT40 MCS 0 ~ 7              | |      VHT80 MCS 0 ~ 8     | |
ch36 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch38 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch40 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch42 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch44 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch46 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch48 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 17 17
ch52 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch54 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch56 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch58 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch60 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch62 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch64 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch100 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch102 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch104 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch106 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch108 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
ch110 23 23 23 23 22 22 20 20 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 23 23 23 23 21 21 19 19 17 17
